gene_stable_id	accession	gene_display_label	gene_desc	gene_biotype	chr_name	gene_start	gene_end	gene_strand	gene_source	gene_version	trans_stable_id	prot_stable_id	display_label	info_type	target_chembl_id	db_source	target_type	pref_name	action_types	molecue_summary	max_molecule_phase_for_target	priority	drug_type	status
ENSG00000127533	Q96RI0	F2RL3	coagulation factor II (thrombin) receptor-like 3 [Source:HGNC Symbol;Acc:3540]	protein_coding	19	16999671	17003417	1	ensembl_havana	3	ENST00000248076	ENSP00000248076	PAR4_HUMAN	DIRECT								2	BIO_MOL | SMALL_MOL	ANNA_UPDATED
ENSG00000127554	P55789	GFER	growth factor, augmenter of liver regeneration [Source:HGNC Symbol;Acc:4236]	protein_coding	16	2034208	2037750	1	ensembl_havana	12	ENST00000248114	ENSP00000248114	ALR_HUMAN	DIRECT								1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000127564	Q99640	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:29650]	protein_coding	16	3018025	3030540	-1	ensembl_havana	12	ENST00000440027|ENST00000262300|ENST00000574385|ENST00000574730|ENST00000573944	ENSP00000397739|ENSP00000262300|ENSP00000458943|ENSP00000460868|ENSP00000459123	PMYT1_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000127578	Q96NZ8	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:30912]	protein_coding	16	679239	684116	1	ensembl_havana	6	ENST00000319070	ENSP00000324763	WFKN1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000127616	P51532	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:11100]	protein_coding	19	11071598	11176071	1	ensembl_havana	13	ENST00000344626|ENST00000429416|ENST00000541122|ENST00000589677|ENST00000444061|ENST00000590574|ENST00000413806|ENST00000450717	ENSP00000343896|ENSP00000395654|ENSP00000445036|ENSP00000464778|ENSP00000392837|ENSP00000466963|ENSP00000414727|ENSP00000397783	SMCA4_HUMAN	DIRECT								2	UNKNOWN	ANNA_NEW
ENSG00000127663	O94953	KDM4B	lysine (K)-specific demethylase 4B [Source:HGNC Symbol;Acc:29136]	protein_coding	19	4969125	5153606	1	ensembl_havana	10	ENST00000159111|ENST00000381759	ENSP00000159111|ENSP00000371178	KDM4B_HUMAN	DIRECT								2	UNKNOWN	ANNA_NEW
ENSG00000127743	Q9UHF5	IL17B	interleukin 17B [Source:HGNC Symbol;Acc:5982]	protein_coding	5	148750887	148783765	-1	ensembl_havana	5	ENST00000261796	ENSP00000261796	IL17B_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000127824	P68366	TUBA4A	tubulin, alpha 4a [Source:HGNC Symbol;Acc:12407]	protein_coding	2	220114433	220142892	-1	ensembl_havana	9	ENST00000248437	ENSP00000248437	TBA4A_HUMAN	DIRECT	CHEMBL2095182	SWISS-PROT	PROTEIN COMPLEX GROUP	Tubulin	INHIBITOR|STABILISER|DISRUPTING AGENT	CHEMBL1743082 [TRASTUZUMAB EMTANSINE][4][INHIBITOR][Antibody]|CHEMBL1742994 [BRENTUXIMAB VEDOTIN][4][INHIBITOR][Antibody]|CHEMBL428647 [PACLITAXEL][4][INHIBITOR][Small molecule]|CHEMBL3545252 [DOCETAXEL][4][INHIBITOR][Small molecule]|CHEMBL1683544 [ERIBULIN MESYLATE][4][INHIBITOR][Small molecule]|CHEMBL1201748 [CABAZITAXEL][4][INHIBITOR][Small molecule]|CHEMBL107 [COLCHICINE][4][INHIBITOR][Small molecule]|CHEMBL1201752 [IXABEPILONE][4][INHIBITOR][Small molecule]|CHEMBL501867 [VINCRISTINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL538943 [VINORELBINE TARTRATE][4][INHIBITOR][Small molecule]|CHEMBL378544 [VINBLASTINE SULFATE][4][INHIBITOR][Small molecule]|CHEMBL2108628 [PACLITAXEL POLIGLUMEX][3][STABILISER][Unknown]|CHEMBL49642 [INDIBULIN][1][INHIBITOR][Small molecule]|CHEMBL2103826 [DAVUNETIDE][2][STABILISER][Protein]|CHEMBL2103852 [CROLIBULIN][1][INHIBITOR][Small molecule]|CHEMBL552212 [LEXIBULIN][2][INHIBITOR][Small molecule]|CHEMBL2110725 [VINFLUNINE][4][INHIBITOR][Small molecule]|CHEMBL289351 [FOSBRETABULIN DISODIUM][2][INHIBITOR][Small molecule]|CHEMBL2105643 [FOSBRETABULIN TROMETHAMINE][2][DISRUPTING AGENT][Small molecule]|CHEMBL2304041 [SAGOPILONE][2][STABILISER][Small molecule]|CHEMBL1096380 [PLINABULIN][3][INHIBITOR][Small molecule]|CHEMBL492399 [VERUBULIN][2][DISRUPTING AGENT][Small molecule]|CHEMBL3545132 [MIRVETUXIMAB SORAVTANSINE][3][INHIBITOR][Antibody]	4	1	BIO_MOL | SMALL_MOL	ANNA_UPDATED
ENSG00000127863	Q9NS68	TNFRSF19	tumor necrosis factor receptor superfamily, member 19 [Source:HGNC Symbol;Acc:11915]	protein_coding	13	24144509	24250232	1	ensembl_havana	11	ENST00000248484|ENST00000382258|ENST00000382263|ENST00000403372	ENSP00000248484|ENSP00000371693|ENSP00000371698|ENSP00000385408	TNR19_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000127922	P60896	SHFM1	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:10845]	protein_coding	7	96110938	96339203	-1	ensembl_havana	5	ENST00000248566	ENSP00000248566	DSS1_HUMAN	DIRECT	CHEMBL2364701	SWISS-PROT	PROTEIN COMPLEX	26S proteosome	INHIBITOR	CHEMBL451887 [CARFILZOMIB][4][INHIBITOR][Protein]|CHEMBL325041 [BORTEZOMIB][4][INHIBITOR][Small molecule]|CHEMBL3545432 [IXAZOMIB CITRATE][4][INHIBITOR][Small molecule]|CHEMBL2103884 [OPROZOMIB][1][INHIBITOR][Small molecule]	4	1	SMALL_MOL | BIO_MOL	CHEMBL_MECHANISM
ENSG00000127947	Q05209	PTPN12	protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:9645]	protein_coding	7	77166592	77269388	1	ensembl_havana	11	ENST00000248594|ENST00000435495	ENSP00000248594|ENSP00000397991	PTN12_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000127948	P16435	POR	P450 (cytochrome) oxidoreductase [Source:HGNC Symbol;Acc:9208]	protein_coding	7	75528518	75616173	1	ensembl_havana	9	ENST00000453773|ENST00000439963|ENST00000461988|ENST00000394893|ENST00000412521|ENST00000414186|ENST00000432753|ENST00000449920|ENST00000418341|ENST00000412064|ENST00000454934	ENSP00000395813|ENSP00000390540|ENSP00000419970|ENSP00000378355|ENSP00000409238|ENSP00000399327|ENSP00000389409|ENSP00000399556|ENSP00000389719|ENSP00000404731|ENSP00000414263	NCPR_HUMAN	DIRECT								1	ADME	ORIGINAL
ENSG00000127951	Q14314	FGL2	fibrinogen-like 2 [Source:HGNC Symbol;Acc:3696]	protein_coding	7	76822688	76829143	-1	ensembl_havana	5	ENST00000248598	ENSP00000248598	FGL2_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000128039	Q9H8P0	SRD5A3	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:25812]	protein_coding	4	56212276	56239263	1	ensembl_havana	6	ENST00000264228	ENSP00000264228	PORED_HUMAN	DIRECT	CHEMBL2363075	SWISS-PROT	PROTEIN FAMILY	Steroid 5-alpha-reductase	INHIBITOR	CHEMBL1200969 [DUTASTERIDE][4][INHIBITOR][Small molecule]|CHEMBL254328 [ABIRATERONE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000128040	P20155	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor) [Source:HGNC Symbol;Acc:11245]	protein_coding	4	57676026	57687908	-1	ensembl_havana	6	ENST00000248701	ENSP00000248701	ISK2_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000128052	P35968	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:6307]	protein_coding	4	55944644	55991756	-1	ensembl_havana	8	ENST00000263923	ENSP00000263923	VGFR2_HUMAN	DIRECT	CHEMBL2095227	SWISS-PROT	PROTEIN FAMILY	Vascular endothelial growth factor receptor	INHIBITOR	CHEMBL1567 [SUNITINIB MALATE][4][INHIBITOR][Small molecule]|CHEMBL1289926 [AXITINIB][4][INHIBITOR][Small molecule]|CHEMBL24828 [VANDETANIB][4][INHIBITOR][Small molecule]|CHEMBL1200485 [SORAFENIB TOSYLATE][4][INHIBITOR][Small molecule]|CHEMBL1201733 [PAZOPANIB HYDROCHLORIDE][4][INHIBITOR][Small molecule]|CHEMBL1946170 [REGORAFENIB][4][INHIBITOR][Small molecule]|CHEMBL3039504 [NINTEDANIB ESYLATE][4][INHIBITOR][Small molecule]|CHEMBL2105704 [LENVATINIB MESYLATE][4][INHIBITOR][Small molecule]|CHEMBL3545160 [SU-14813][2][INHIBITOR][Small molecule]|CHEMBL1721885 [SU-014813][2][INHIBITOR][Small molecule]|CHEMBL3545358 [4SC-203][1][INHIBITOR][Small molecule]|CHEMBL1980297 [ILORASERTIB][2][INHIBITOR][Small molecule]|CHEMBL2010872 [CEP-11981][1][INHIBITOR][Small molecule]|CHEMBL150894 [CEP-5214][1][INHIBITOR][Small molecule]|CHEMBL346631 [CEP-7055][1][INHIBITOR][Small molecule]|CHEMBL3545300 [CP-459632][1][INHIBITOR][Small molecule]|CHEMBL3545428 [CHIAURANIB][1][INHIBITOR][Small molecule]|CHEMBL3545251 [SULFATINIB][3][INHIBITOR][Small molecule]|CHEMBL406381 [KRN-633][1][INHIBITOR][Small molecule]|CHEMBL3544927 [L-21649][1][INHIBITOR][Small molecule]|CHEMBL1614710 [OSI-930][1][INHIBITOR][Small molecule]|CHEMBL2180604 [TAK-593][1][INHIBITOR][Small molecule]|CHEMBL1980391 [RG-1530][1][INHIBITOR][Small molecule]|CHEMBL3545335 [AG-13958][2][INHIBITOR][Small molecule]|CHEMBL3545396 [BMS-690514][2][INHIBITOR][Small molecule]|CHEMBL2220486 [LUCITANIB][2][INHIBITOR][Small molecule]|CHEMBL1230609 [FORETINIB][2][INHIBITOR][Small molecule]|CHEMBL3545339 [FRUQUINTINIB][3][INHIBITOR][Small molecule]|CHEMBL254760 [MGCD-265][2][INHIBITOR][Small molecule]|CHEMBL3545401 [X-82][2][INHIBITOR][Small molecule]|CHEMBL3545402 [XL-820][2][INHIBITOR][Small molecule]|CHEMBL3545285 [XL-999][2][INHIBITOR][Small molecule]|CHEMBL223360 [LINIFANIB][3][INHIBITOR][Small molecule]|CHEMBL491473 [CEDIRANIB][3][INHIBITOR][Small molecule]|CHEMBL377300 [BRIVANIB][3][INHIBITOR][Small molecule]|CHEMBL270995 [BRIVANIB ALANINATE][3][INHIBITOR][Small molecule]|CHEMBL1289494 [TIVOZANIB][4][INHIBITOR][Small molecule]|CHEMBL101253 [VATALANIB][3][INHIBITOR][Small molecule]|CHEMBL276711 [SEMAXANIB][3][INHIBITOR][Small molecule]|CHEMBL522892 [DOVITINIB][3][INHIBITOR][Small molecule]|CHEMBL572881 [MOTESANIB][3][INHIBITOR][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128052	P35968	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:6307]	protein_coding	4	55944644	55991756	-1	ensembl_havana	8	ENST00000263923	ENSP00000263923	VGFR2_HUMAN	DIRECT	CHEMBL2111480	SWISS-PROT	SELECTIVITY GROUP	Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR)	AGONIST	CHEMBL2108557 [TELBERMIN][2][AGONIST][Protein]	2	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128052	P35968	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:6307]	protein_coding	4	55944644	55991756	-1	ensembl_havana	8	ENST00000263923	ENSP00000263923	VGFR2_HUMAN	DIRECT	CHEMBL279	SWISS-PROT	SINGLE PROTEIN	Vascular endothelial growth factor receptor 2	INHIBITOR|ANTAGONIST	CHEMBL2103868 [CABOZANTINIB S-MALATE][4][INHIBITOR][Small molecule]|CHEMBL1743062 [RAMUCIRUMAB][4][INHIBITOR][Antibody]|CHEMBL52885 [ENMD-981693][2][INHIBITOR][Small molecule]|CHEMBL3545119 [BMS-794833][1][INHIBITOR][Small molecule]|CHEMBL3545050 [BMS-817378][1][INHIBITOR][Small molecule]|CHEMBL3545427 [CM-082][2][INHIBITOR][Small molecule]|CHEMBL482967 [CYC-116][1][INHIBITOR][Small molecule]|CHEMBL3545365 [ALTIRATINIB][1][INHIBITOR][Small molecule]|CHEMBL3545136 [PF-00337210][1][INHIBITOR][Small molecule]|CHEMBL3545144 [TAS-115][1][INHIBITOR][Small molecule]|CHEMBL3544937 [ZD-4190][1][INHIBITOR][Small molecule]|CHEMBL3545088 [PUQUITINIB][1][INHIBITOR][Small molecule]|CHEMBL3545416 [HENATINIB][1][INHIBITOR][Small molecule]|CHEMBL587723 [AEE-788][2][INHIBITOR][Small molecule]|CHEMBL3545021 [ANLOTINIB][2][INHIBITOR][Small molecule]|CHEMBL2079588 [TELATINIB][2][INHIBITOR][Small molecule]|CHEMBL3039525 [GOLVATINIB][2][INHIBITOR][Small molecule]|CHEMBL482968 [ENMD-2076][2][INHIBITOR][Small molecule]|CHEMBL3545155 [JI-101][2][INHIBITOR][Small molecule]|CHEMBL253969 [OSI-632][2][INHIBITOR][Small molecule]|CHEMBL558752 [RAF-265][2][INHIBITOR][Small molecule]|CHEMBL3545026 [FAMITINIB][3][INHIBITOR][Small molecule]|CHEMBL403989 [TG100-801][2][INHIBITOR][Small molecule]|CHEMBL608533 [MIDOSTAURIN][4][INHIBITOR][Small molecule]|CHEMBL274654 [ORANTINIB][3][INHIBITOR][Small molecule]|CHEMBL3545414 [APATINIB][3][INHIBITOR][Small molecule]|CHEMBL1742983 [ALACIZUMAB PEGOL][2][ANTAGONIST][Antibody]|CHEMBL2109257 [IMC-1C11][1][INHIBITOR][Antibody]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128059	Q06203	PPAT	phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:9238]	protein_coding	4	57259528	57301781	-1	ensembl_havana	4	ENST00000264220	ENSP00000264220	PUR1_HUMAN	DIRECT	CHEMBL2362992	SWISS-PROT	SINGLE PROTEIN	Amidophosphoribosyltransferase	INHIBITOR	CHEMBL1542 [AZATHIOPRINE][4][INHIBITOR][Small molecule]|CHEMBL1200751 [MERCAPTOPURINE][4][INHIBITOR][Small molecule]|CHEMBL1200400 [AZATHIOPRINE SODIUM][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000128165	Q7Z4H4	ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:28898]	protein_coding	22	50919985	50924869	1	ensembl_havana	7	ENST00000395738|ENST00000395737	ENSP00000379087|ENSP00000379086	ADM2_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000128268	Q09327	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7046]	protein_coding	22	39853349	39888199	1	ensembl_havana	11	ENST00000341184	ENSP00000345270	MGAT3_HUMAN	DIRECT								2	UNKNOWN	ANNA_NEW
ENSG00000128271	P29274	ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:263]	protein_coding	22	24813847	24838328	1	ensembl_havana	15	ENST00000337539	ENSP00000336630	AA2AR_HUMAN	DIRECT	CHEMBL2094257	SWISS-PROT	PROTEIN FAMILY	Adenosine A2 receptor	ANTAGONIST	CHEMBL628 [PENTOXIFYLLINE][4][ANTAGONIST][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128271	P29274	ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:263]	protein_coding	22	24813847	24838328	1	ensembl_havana	15	ENST00000337539	ENSP00000336630	AA2AR_HUMAN	DIRECT	CHEMBL2111329	SWISS-PROT	PROTEIN FAMILY	Adenosine receptor	ANTAGONIST|AGONIST	CHEMBL1370561 [AMINOPHYLLINE][4][ANTAGONIST][Small molecule]|CHEMBL1200569 [CAFFEINE, CITRATED][4][ANTAGONIST][Small molecule]|CHEMBL113 [CAFFEINE][4][ANTAGONIST][Small molecule]|CHEMBL477 [ADENOSINE][4][AGONIST][Small molecule]|CHEMBL190 [THEOPHYLLINE][4][ANTAGONIST][Small molecule]|CHEMBL1200578 [THEOPHYLLINE SODIUM GLYCINATE][4][ANTAGONIST][Small molecule]|CHEMBL1200434 [OXTRIPHYLLINE][4][ANTAGONIST][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128271	P29274	ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:263]	protein_coding	22	24813847	24838328	1	ensembl_havana	15	ENST00000337539	ENSP00000336630	AA2AR_HUMAN	DIRECT	CHEMBL251	SWISS-PROT	SINGLE PROTEIN	Adenosine A2a receptor	AGONIST|ANTAGONIST	CHEMBL3989695 [REGADENOSON][4][AGONIST][Small molecule]|CHEMBL3545009 [PBF-509][1][ANTAGONIST][Small molecule]|CHEMBL3545271 [PBF-999][1][ANTAGONIST][Small molecule]|CHEMBL197669 [ST1535][1][ANTAGONIST][Small molecule]|CHEMBL1950651 [EVODENOSON][2][AGONIST][Small molecule]|CHEMBL447664 [VIPADENANT][2][ANTAGONIST][Small molecule]|CHEMBL3545288 [V81444][2][ANTAGONIST][Small molecule]|CHEMBL1950553 [SONEDENOSON][2][AGONIST][Small molecule]|CHEMBL3545409 [BVT.115959][2][AGONIST][Small molecule]|CHEMBL3545163 [AMP579][2][AGONIST][Small molecule]|CHEMBL1096896 [UK432097][2][AGONIST][Small molecule]|CHEMBL1950554 [BINODENOSON][3][AGONIST][Small molecule]|CHEMBL1950649 [APADENOSON][3][AGONIST][Small molecule]|CHEMBL2105747 [TOZADENANT][3][ANTAGONIST][Small molecule]|CHEMBL240624 [PRELADENANT][3][ANTAGONIST][Small molecule]|CHEMBL431770 [ISTRADEFYLLINE][3][ANTAGONIST][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128285	Q99705	MCHR1	melanin-concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:4479]	protein_coding	22	41074754	41078818	1	ensembl_havana	4	ENST00000249016	ENSP00000249016	MCHR1_HUMAN	DIRECT								2	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128310	O60755	GALR3	galanin receptor 3 [Source:HGNC Symbol;Acc:4134]	protein_coding	22	38219389	38221502	1	ensembl_havana	2	ENST00000249041	ENSP00000249041	GALR3_HUMAN	DIRECT								2	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128322	P15814	IGLL1	immunoglobulin lambda-like polypeptide 1 [Source:HGNC Symbol;Acc:5870]	protein_coding	22	23915312	23922495	-1	ensembl_havana	6	ENST00000249053|ENST00000330377	ENSP00000249053|ENSP00000329312	IGLL1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000128342	P15018	LIF	leukemia inhibitory factor [Source:HGNC Symbol;Acc:6596]	protein_coding	22	30636436	30642840	-1	ensembl_havana	4	ENST00000249075|ENST00000403987	ENSP00000249075|ENSP00000384450	LIF_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000128383	P31941	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A [Source:HGNC Symbol;Acc:17343]	protein_coding	22	39348746	39359188	1	ensembl_havana	8	ENST00000402255|ENST00000249116	ENSP00000384359|ENSP00000249116	ABC3A_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000128510	Q9UI42	CPA4	carboxypeptidase A4 [Source:HGNC Symbol;Acc:15740]	protein_coding	7	129932974	129964020	1	ensembl_havana	6	ENST00000222482|ENST00000445470	ENSP00000222482|ENSP00000412947	CBPA4_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000128519	Q9NYV7	TAS2R16	taste receptor, type 2, member 16 [Source:HGNC Symbol;Acc:14921]	protein_coding	7	122634759	122635754	-1	ensembl_havana	2	ENST00000249284	ENSP00000249284	T2R16_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000128564	O15240	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:12684]	protein_coding	7	100805790	100808874	-1	ensembl_havana	5	ENST00000249330|ENST00000445482	ENSP00000249330|ENSP00000400884	VGF_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000128594	Q9HBW1	LRRC4	leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:15586]	protein_coding	7	127667124	127672160	-1	ensembl_havana	3	ENST00000249363	ENSP00000249363	LRRC4_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000128595	O43852	CALU	calumenin [Source:HGNC Symbol;Acc:1458]	protein_coding	7	128379346	128411861	1	ensembl_havana	12	ENST00000535011|ENST00000542996|ENST00000249364|ENST00000449187|ENST00000479257|ENST00000535623|ENST00000538546	ENSP00000442110|ENSP00000438248|ENSP00000249364|ENSP00000408838|ENSP00000420381|ENSP00000439139|ENSP00000438994	CALU_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000128602	Q99835	SMO	smoothened, frizzled family receptor [Source:HGNC Symbol;Acc:11119]	protein_coding	7	128828713	128853386	1	ensembl_havana	5	ENST00000249373	ENSP00000249373	SMO_HUMAN	DIRECT	CHEMBL5971	SWISS-PROT	SINGLE PROTEIN	Smoothened homolog	INHIBITOR|ANTAGONIST	CHEMBL473417 [VISMODEGIB][4][INHIBITOR][Small molecule]|CHEMBL3137317 [SONIDEGIB PHOSPHATE][4][INHIBITOR][Small molecule]|CHEMBL2205230 [TAK-441][1][ANTAGONIST][Small molecule]|CHEMBL3133037 [LEQ506][1][ANTAGONIST][Small molecule]|CHEMBL2043437 [GLASDEGIB][3][ANTAGONIST][Small molecule]|CHEMBL2142592 [TALADEGIB][2][ANTAGONIST][Small molecule]|CHEMBL538867 [PATIDEGIB][2][ANTAGONIST][Small molecule]|CHEMBL3545403 [BMS-833923][2][ANTAGONIST][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000128606	Q8N6Y2	LRRC17	leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:16895]	protein_coding	7	102553438	102585396	1	ensembl_havana	8	ENST00000339431|ENST00000249377	ENSP00000344242|ENSP00000249377	LRC17_HUMAN	DIRECT								4	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000128609	Q16718	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 [Source:HGNC Symbol;Acc:7688]	protein_coding	7	123177051	123198309	-1	ensembl_havana	10	ENST00000355749	ENSP00000347988	NDUA5_HUMAN	DIRECT	CHEMBL2363065	SWISS-PROT	PROTEIN COMPLEX	Mitochondrial complex I (NADH dehydrogenase)	INHIBITOR	CHEMBL1703 [METFORMIN HYDROCHLORIDE][4][INHIBITOR][Small molecule]|CHEMBL3545320 [ME-344][1][INHIBITOR][Small molecule]|CHEMBL3545135 [NV-128][1][INHIBITOR][Small molecule]	4	1	SMALL_MOL	CHEMBL_MECHANISM
ENSG00000128617	P03999	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive [Source:HGNC Symbol;Acc:1012]	protein_coding	7	128412545	128415844	-1	ensembl_havana	2	ENST00000249389	ENSP00000249389	OPSB_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000128655	Q9HCR9	PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:8773]	protein_coding	2	178487980	178973066	-1	ensembl_havana	12	ENST00000286063|ENST00000358450|ENST00000409504|ENST00000389683|ENST00000449286	ENSP00000286063|ENSP00000351232|ENSP00000386539|ENSP00000374333|ENSP00000390599	PDE11_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000128791	Q9GZX9	TWSG1	twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:12429]	protein_coding	18	9334765	9402418	1	ensembl_havana	7	ENST00000583147|ENST00000262120	ENSP00000463331|ENSP00000262120	TWSG1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000128802	Q9UK05	GDF2	growth differentiation factor 2 [Source:HGNC Symbol;Acc:4217]	protein_coding	10	48413092	48416853	-1	ensembl_havana	3	ENST00000249598	ENSP00000249598	GDF2_HUMAN	DIRECT	CHEMBL3831181	SWISS-PROT	SINGLE PROTEIN	Growth/differentiation factor 2	INHIBITOR	CHEMBL2109662 [DALANTERCEPT][3][INHIBITOR][Protein]	3	4	BIO_MOL	ORIGINAL
ENSG00000128829	Q9P2K8	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:19687]	protein_coding	15	40226347	40327797	1	ensembl_havana	7	ENST00000559624|ENST00000263791|ENST00000382727	ENSP00000453148|ENSP00000263791|ENSP00000372174	E2AK4_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000128881	Q6IQ55	TTBK2	tau tubulin kinase 2 [Source:HGNC Symbol;Acc:19141]	protein_coding	15	43030932	43213007	-1	ensembl_havana	12	ENST00000267890|ENST00000567840	ENSP00000267890|ENSP00000455734	TTBK2_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000128917	Q9NR61	DLL4	delta-like 4 (Drosophila) [Source:HGNC Symbol;Acc:2910]	protein_coding	15	41221538	41231237	1	ensembl_havana	5	ENST00000249749	ENSP00000249749	DLL4_HUMAN	DIRECT	CHEMBL3712916	SWISS-PROT	SINGLE PROTEIN	Delta-like protein 4	INHIBITOR	CHEMBL2109384 [DEMCIZUMAB][2][INHIBITOR][Antibody]|CHEMBL2109385 [ENOTICUMAB][0][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000128918	O94788	ALDH1A2	aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:15472]	protein_coding	15	58245622	58790065	-1	ensembl_havana	10	ENST00000249750|ENST00000347587|ENST00000559517|ENST00000537372	ENSP00000249750|ENSP00000309623|ENSP00000453408|ENSP00000438296	AL1A2_HUMAN	DIRECT								1	ADME | SMALL_MOL	ORIGINAL
ENSG00000128951	P33316	DUT	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:3078]	protein_coding	15	48623208	48635570	1	ensembl_havana	9	ENST00000558813|ENST00000331200|ENST00000455976	ENSP00000453717|ENSP00000370376|ENSP00000405160	DUT_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000129038	Q08397	LOXL1	lysyl oxidase-like 1 [Source:HGNC Symbol;Acc:6665]	protein_coding	15	74218330	74244478	1	ensembl_havana	11	ENST00000261921	ENSP00000261921	LOXL1_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
ENSG00000129048	Q9NPB9	ACKR4	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:1611]	protein_coding	3	132316081	132337811	1	ensembl_havana	6	ENST00000249887	ENSP00000249887	ACKR4_HUMAN	DIRECT								4	BIO_MOL | SMALL_MOL	ORIGINAL
